Kategori,Provinsi,Kota_Kabupaten,Kecamatan,Harga_Teks,Harga_IDR,Merk,Model,Tahun,Jarak_Tempuh,Tipe_Bahan_Bakar,Transmisi,Tipe_Penjual,Nama_Bursa_Mobil,Kapasitas_Mesin,Warna,Tipe_Bodi,URL_Detail
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 725.000.000,725000000,Honda,[Km7.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/945770408
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 258.000.000,258000000,Hyundai,km,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947096818
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 199.000.000,199000000,Honda,BRV,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831419
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 1.025.000.000,1025000000,BMW,[Km15.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/940950387
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 150.000.000,150000000,Mazda,CX5,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831412
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 1.025.000.000,1025000000,BMW,[Km15.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/940950418
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 232.000.000,232000000,Toyota,service,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947046019
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 215.000.000,215000000,Lexus,RX-270,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947643710
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 389.000.000,389000000,Mercedes-Benz,KM,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947411041
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 420.000.000,420000000,Toyota,BERGARANSI,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947525442
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 202.000.000,202000000,Honda,BRV,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947760878
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 1.025.000.000,1025000000,BMW,[Km15.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/940950284
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 138.000.000,138000000,Toyota,2.4,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831378
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 900.000.000,900000000,Mercedes-Benz,[Km9.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/941613075
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 295.000.000,295000000,Mazda,KM,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831358
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 900.000.000,900000000,Mercedes-Benz,[Km5.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/941611197
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 85.000.000,85000000,Wuling,Confero,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831349
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 825.000.000,825000000,Mercedes-Benz,[Km11.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/943375355
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 325.000.000,325000000,Chery,Tiggo,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831337
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 825.000.000,825000000,Mercedes-Benz,[Km11.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/943375370
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 845.000.000,845000000,Mercedes-Benz,[Km14.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946403835
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 135.000.000,135000000,Honda,MOBILIO,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831330
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 118.000.000,118000000,Toyota,Kijang,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831328
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 79.000.000,79000000,Nissan,Grand,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831327
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 925.000.000,925000000,Mercedes-Benz,[Km8.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946403888
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 845.000.000,845000000,Mercedes-Benz,[Km14.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946403800
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 845.000.000,845000000,Mercedes-Benz,[Km14.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946403855
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 565.000.000,565000000,Mercedes-Benz,LOW,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947776792
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 290.000.000,290000000,Toyota,Kijang,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947029986
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 615.000.000,615000000,Toyota,Toyota,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946121985
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 290.000.000,290000000,Honda,CRV,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/945577338
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 825.000.000,825000000,Mercedes-Benz,[Km11.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/943375339
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 480.000.000,480000000,Nissan,serena,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/944178424
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 825.000.000,825000000,Mercedes-Benz,[Km11.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/943375322
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 845.000.000,845000000,Mercedes-Benz,[Km11.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947124205
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 180.000.000,180000000,Hyundai,Stargazer,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831305
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 845.000.000,845000000,Mercedes-Benz,[Km11.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947124256
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 845.000.000,845000000,Mercedes-Benz,[Km11.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947124287
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 845.000.000,845000000,Mercedes-Benz,[Km14.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946403764
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 150.000.000,150000000,Honda,BRIO,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831295
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 845.000.000,845000000,Mercedes-Benz,[Km11.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947124988
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 230.000.000,230000000,Toyota,Avanza,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947106605
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 330.000.000,330000000,Mercedes-Benz,Benz,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831256
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 210.000.000,210000000,Mitsubishi,Xpander,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947105140
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 465.000.000,465000000,Chery,J6,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831255
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 75.000.000,75000000,Chevrolet,Spin,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831254
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 127.000.000,127000000,Toyota,Agya,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947104976
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 375.000.000,375000000,Mazda,GARANSI,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947336519
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 225.000.000,225000000,Honda,WRV,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947548671
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 158.000.000,158000000,Toyota,Q,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947291572
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 315.000.000,315000000,BYD,M6,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947518317
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 215.000.000,215000000,Toyota,VELOZ,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831241
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 180.000.000,180000000,Toyota,Sienta,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947040777
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 122.000.000,122000000,Toyota,Calya,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946928411
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 235.000.000,235000000,Toyota,Voxy,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831209
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 175.000.000,175000000,Suzuki,Baleno,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946927759
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 187.000.000,187000000,Suzuki,Ertiga,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946831137
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 355.000.000,355000000,Mercedes-Benz,benz,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831196
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 185.000.000,185000000,Toyota,Raize,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946293806
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 127.000.000,127000000,Toyota,AGYA,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831135
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 155.000.000,155000000,Mazda,2,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946379006
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 175.000.000,175000000,Suzuki,Baleno,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/945912964
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 345.000.000,345000000,Toyota,ZENIX,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831092
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 115.000.000,115000000,Honda,Freed,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946613465
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 295.000.000,295000000,Mercedes-Benz,Miles,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831086
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 135.000.000,135000000,Toyota,Calya,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946613565
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 215.000.000,215000000,Mitsubishi,XPANDER,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831071
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 745.000.000,745000000,BMW,[Km22.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946262550
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 155.000.000,155000000,Suzuki,mulus,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947570505
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 1.195.000.000,1195000000,BMW,IX,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947686557
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 745.000.000,745000000,Mercedes-Benz,[Km7.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947319324
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 189.000.000,189000000,Kia,SONET,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831025
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 1.225.000.000,1225000000,Mercedes-Benz,Benz,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947383451
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 2.050.000.000,2050000000,Toyota,Land,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/944766210
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 295.000.000,295000000,Mercedes-Benz,20rbn,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947831008
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 305.000.000,305000000,Jetour,DASHING,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830974
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 175.000.000,175000000,Honda,30rb,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830968
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 318.000.000,318000000,Toyota,Innova,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830932
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 217.000.000,217000000,Honda,Cash),NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830927
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 519.000.000,519000000,BMW,X3,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830925
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 89.000.000,89000000,Toyota,Avanza,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830922
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 1.185.000.000,1185000000,Mercedes-Benz,FULL,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830850
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 835.000.000,835000000,Mercedes-Benz,CLA200,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830810
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 90.000.000,90000000,Wuling,Confero,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830800
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 145.000.000,145000000,Wuling,Alvez,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830756
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 340.000.000,340000000,Honda,HR-V,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830739
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 99.000.000,99000000,Daihatsu,Terios,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830730
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 650.000.000,650000000,Honda,[Km9.000],NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/946564071
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 525.000.000,525000000,BYD,Sealion,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947568052
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 250.000.000,250000000,Wuling,CLOUD,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947180227
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 720.000.000,720000000,Toyota,GARANSI,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947335480
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 350.000.000,350000000,BMW,520d,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830722
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 132.000.000,132000000,Jaguar,3.0,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830710
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 345.000.000,345000000,Mitsubishi,DAKAR,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830702
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 165.000.000,165000000,Honda,CRV,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830687
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 325.000.000,325000000,Mercedes-Benz,Benz,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830681
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 130.000.000,130000000,Honda,Mobil,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830680
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 345.000.000,345000000,Mitsubishi,PAJERO,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830662
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 165.000.000,165000000,Toyota,Innova,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830602
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 345.000.000,345000000,Mitsubishi,PAJERO,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830601
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 719.000.000,719000000,Land Rover,Rover,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830599
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 819.000.000,819000000,BMW,19rb,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830546
Mobil Bekas,Jakarta D.K.I.,Jakarta Timur,Jakarta Timur,Rp 95.000.000,95000000,Toyota,Yaris,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830545
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 819.000.000,819000000,BMW,19rb,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830528
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 269.000.000,269000000,Toyota,Land,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830509
Mobil Bekas,Jakarta D.K.I.,Jakarta Utara,Jakarta Utara,Rp 935.000.000,935000000,BMW,X3,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830506
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 127.000.000,127000000,Mazda,Biante,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830505
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 207.000.000,207000000,Toyota,Reborn,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947766841
Mobil Bekas,Jakarta D.K.I.,Jakarta Pusat,Jakarta Pusat,Rp 189.000.000,189000000,Honda,hrv,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947773070
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 125.000.000,125000000,Toyota,HARRIER,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947591925
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 875.000.000,875000000,Hyundai,KM,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947543679
Mobil Bekas,Jakarta D.K.I.,Jakarta Selatan,Jakarta Selatan,Rp 299.000.000,299000000,Volkswagen,ON,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830488
Mobil Bekas,Jakarta D.K.I.,Jakarta Barat,Jakarta Barat,Rp 222.000.000,222000000,Toyota,Low,NA,NA,NA,NA,Individu / Dealer,Penjual Perorangan,NA,NA,NA,https://www.olx.co.id/item/947830477
